	Predator	Prey
1747	167	84
1748	220	84
1749	243	84
1750	249	84
1751	74	85
1752	79	85
1753	80	85
1754	81	85
1755	82	85
1756	107	85
1757	167	85
1758	220	85
1759	243	85
1760	249	85
1761	74	86
1762	79	86
1763	80	86
1764	81	86
1765	82	86
1766	107	86
1767	167	86
1768	220	86
1769	243	86
1770	249	86
1771	74	87
1772	79	87
1773	81	87
1774	82	87
1775	107	87
1776	167	87
1777	221	87
1778	243	87
1779	249	87
1780	51	88
1781	79	88
1782	221	88
1783	51	89
1784	74	89
1785	79	89
1786	81	89
1787	107	89
1788	167	89
1789	243	89
1790	249	89
1791	66	90
1792	67	90
1793	74	90
1794	75	90
1795	77	90
1796	79	90
1797	80	90
1798	81	90
1799	82	90
1800	107	90
1801	148	90
1802	167	90
1803	212	90
1804	213	90
1805	225	90
1806	240	90
1807	242	90
1808	243	90
1809	245	90
1810	249	90
1811	58	91
1812	66	91
1813	74	91
1814	75	91
1815	77	91
1816	79	91
1817	80	91
1818	81	91
1819	82	91
1820	107	91
1821	148	91
1822	167	91
1823	211	91
1824	212	91
1825	213	91
1826	240	91
1827	242	91
1828	243	91
1829	245	91
1830	249	91
1831	55	92
1832	56	92
1833	63	92
1834	67	92
1835	69	92
1836	73	92
1837	74	92
1838	77	92
1839	79	92
1840	81	92
1841	82	92
1842	107	92
1843	125	92
1844	126	92
1845	147	92
1846	148	92
1847	149	92
1848	150	92
1849	153	92
1850	167	92
1851	186	92
1852	196	92
1853	211	92
1854	212	92
1855	213	92
1856	217	92
1857	225	92
1858	231	92
1859	240	92
1860	242	92
1861	243	92
1862	245	92
1863	249	92
1864	74	93
1865	75	93
1866	77	93
1867	79	93
1868	80	93
1869	81	93
1870	82	93
1871	107	93
1872	148	93
1873	150	93
1874	167	93
1875	211	93
1876	212	93
1877	213	93
1878	240	93
1879	242	93
1880	243	93
1881	249	93
1882	74	94
1883	79	94
1884	80	94
1885	81	94
1886	82	94
1887	107	94
1888	152	94
1889	154	94
1890	167	94
1891	211	94
1892	217	94
1893	219	94
1894	243	94
1895	249	94
1896	75	95
1897	79	95
1898	80	95
1899	75	96
1900	76	96
1901	77	96
1902	80	96
1903	81	96
1904	224	96
1905	242	96
1906	75	97
1907	79	97
1908	80	97
1909	152	97
1910	75	98
1911	79	98
1912	80	98
1913	146	98
1914	148	98
1915	152	98
1916	224	98
1917	240	98
1918	75	99
1919	79	99
1920	80	99
1921	146	99
1922	148	99
1923	152	99
1924	224	99
1925	240	99
1926	74	100
1927	75	100
1928	77	100
1929	79	100
1930	80	100
1931	81	100
1932	82	100
1933	107	100
1934	167	100
1935	213	100
1936	223	100
1937	243	100
1938	249	100
1939	51	101
1940	56	101
1941	58	101
1942	63	101
1943	67	101
1944	73	101
1945	74	101
1946	77	101
1947	79	101
1948	81	101
1949	82	101
1950	96	101
1951	107	101
1952	152	101
1953	167	101
1954	211	101
1955	213	101
1956	225	101
1957	242	101
1958	243	101
1959	244	101
1960	249	101
1961	51	102
1962	56	102
1963	58	102
1964	63	102
1965	67	102
1966	73	102
1967	74	102
1968	77	102
1969	79	102
1970	81	102
1971	82	102
1972	96	102
1973	107	102
1974	152	102
1975	211	102
1976	225	102
1977	242	102
1978	243	102
1979	244	102
1980	249	102
1981	75	103
1982	79	103
1983	80	103
1984	75	104
1985	79	104
1986	80	104
1987	146	104
1988	230	104
1989	74	105
1990	75	105
1991	79	105
1992	80	105
1993	81	105
1994	82	105
1995	107	105
1996	167	105
1997	243	105
1998	249	105
1999	74	106
2000	75	106
2001	79	106
2002	80	106
2003	81	106
2004	82	106
2005	107	106
2006	167	106
2007	243	106
2008	249	106
2009	80	107
2010	51	108
2011	64	108
2012	79	108
2013	113	108
2014	146	108
2015	163	108
2016	220	108
2017	51	109
2018	79	109
2019	113	109
2020	146	109
2021	51	110
2022	79	110
2023	113	110
2024	146	110
2025	74	111
2026	79	111
2027	81	111
2028	82	111
2029	107	111
2030	167	111
2031	243	111
2032	249	111
2033	74	112
2034	79	112
2035	81	112
2036	82	112
2037	107	112
2038	167	112
2039	243	112
2040	249	112
2041	74	113
2042	75	113
2043	79	113
2044	80	113
2045	81	113
2046	82	113
2047	107	113
2048	167	113
2049	243	113
2050	249	113
2051	75	114
2052	79	114
2053	80	114
2054	74	115
2055	75	115
2056	79	115
2057	80	115
2058	81	115
2059	82	115
2060	107	115
2061	167	115
2062	243	115
2063	249	115
2064	75	116
2065	79	116
2066	80	116
2067	147	116
2068	150	116
2069	212	116
2070	220	116
2071	231	116
2072	240	116
2073	245	116
2074	51	117
2075	71	117
2076	74	117
2077	75	117
2078	79	117
2079	80	117
2080	81	117
2081	82	117
2082	107	117
2083	146	117
2084	147	117
2085	148	117
2086	150	117
2087	165	117
2088	167	117
2089	171	117
2090	212	117
2091	220	117
2092	225	117
2093	231	117
2094	240	117
2095	243	117
2096	245	117
2097	249	117
2098	45	118
2099	74	118
2100	75	118
2101	77	118
2102	79	118
2103	80	118
2104	81	118
2105	82	118
2106	107	118
2107	147	118
2108	150	118
2109	167	118
2110	212	118
2111	220	118
2112	231	118
2113	240	118
2114	243	118
2115	245	118
2116	249	118
2117	74	119
2118	75	119
2119	77	119
2120	79	119
2121	80	119
2122	81	119
2123	82	119
2124	107	119
2125	147	119
2126	150	119
2127	167	119
2128	212	119
2129	220	119
2130	231	119
2131	240	119
2132	243	119
2133	245	119
2134	249	119
2135	51	120
2136	74	120
